filename,width,height,class,xmin,ymin,xmax,ymax
20210501_150607_frame_1130.jpg,1280,720,car,922,285,1074,384
20210501_150607_frame_11310.jpg,1280,720,person,739,318,767,370
20210501_150607_frame_11320.jpg,1280,720,person,731,311,753,359
20210501_150607_frame_11330.jpg,1280,720,person,719,317,748,368
20210501_150607_frame_11340.jpg,1280,720,person,708,310,742,368
20210501_150607_frame_11350.jpg,1280,720,person,704,307,724,368
20210501_150607_frame_11360.jpg,1280,720,person,685,306,717,371
20210501_150607_frame_11370.jpg,1280,720,person,668,296,698,368
20210501_150607_frame_11380.jpg,1280,720,person,647,295,677,373
20210501_150607_frame_11390.jpg,1280,720,person,614,299,662,390
20210501_150607_frame_1140.jpg,1280,720,car,943,291,1089,394
20210501_150607_frame_11400.jpg,1280,720,person,590,295,625,398
20210501_150607_frame_11410.jpg,1280,720,person,562,292,604,407
20210501_150607_frame_11420.jpg,1280,720,person,512,285,565,418
20210501_150607_frame_11430.jpg,1280,720,person,469,272,526,431
20210501_150607_frame_11430.jpg,1280,720,car,599,303,632,329
20210501_150607_frame_11440.jpg,1280,720,person,373,263,460,471
20210501_150607_frame_11440.jpg,1280,720,car,603,303,630,328
20210501_150607_frame_11450.jpg,1280,720,person,168,249,290,544
20210501_150607_frame_11450.jpg,1280,720,car,592,303,625,333
20210501_150607_frame_11460.jpg,1280,720,car,592,307,628,335
20210501_150607_frame_11470.jpg,1280,720,car,597,310,635,341
20210501_150607_frame_11480.jpg,1280,720,car,607,311,644,343
20210501_150607_frame_11490.jpg,1280,720,car,616,312,654,345
20210501_150607_frame_1150.jpg,1280,720,car,960,283,1145,401
20210501_150607_frame_11500.jpg,1280,720,person,903,310,934,377
20210501_150607_frame_11500.jpg,1280,720,car,626,312,662,347
20210501_150607_frame_11510.jpg,1280,720,person,987,312,1033,412
20210501_150607_frame_11510.jpg,1280,720,car,631,314,672,349
20210501_150607_frame_11520.jpg,1280,720,person,1160,317,1243,464
20210501_150607_frame_11520.jpg,1280,720,car,635,310,678,351
20210501_150607_frame_11530.jpg,1280,720,car,635,310,677,351
20210501_150607_frame_11540.jpg,1280,720,car,634,306,677,352
20210501_150607_frame_11550.jpg,1280,720,car,629,309,676,351
20210501_150607_frame_11550.jpg,1280,720,person,442,279,468,357
20210501_150607_frame_11560.jpg,1280,720,car,627,304,674,348
20210501_150607_frame_11560.jpg,1280,720,person,414,273,448,364
20210501_150607_frame_11570.jpg,1280,720,person,382,275,420,369
20210501_150607_frame_11570.jpg,1280,720,car,619,307,671,356
20210501_150607_frame_11580.jpg,1280,720,person,331,266,379,375
20210501_150607_frame_11580.jpg,1280,720,car,610,302,662,355
20210501_150607_frame_11590.jpg,1280,720,person,273,259,330,366
20210501_150607_frame_11590.jpg,1280,720,car,595,305,650,354
20210501_150607_frame_1160.jpg,1280,720,car,984,288,1224,412
20210501_150607_frame_11600.jpg,1280,720,person,232,247,277,391
20210501_150607_frame_11600.jpg,1280,720,car,577,299,638,353
20210501_150607_frame_11610.jpg,1280,720,person,163,240,223,397
20210501_150607_frame_11610.jpg,1280,720,car,562,300,625,357
20210501_150607_frame_11620.jpg,1280,720,person,89,232,150,409
20210501_150607_frame_11620.jpg,1280,720,car,548,299,611,357
20210501_150607_frame_11630.jpg,1280,720,person,9,223,73,424
20210501_150607_frame_11630.jpg,1280,720,car,533,299,601,359
20210501_150607_frame_11640.jpg,1280,720,car,267,259,381,378
20210501_150607_frame_11640.jpg,1280,720,car,521,301,593,361
20210501_150607_frame_11650.jpg,1280,720,car,252,251,363,383
20210501_150607_frame_11650.jpg,1280,720,car,515,298,591,363
20210501_150607_frame_11660.jpg,1280,720,car,225,258,347,394
20210501_150607_frame_11660.jpg,1280,720,car,512,299,586,366
20210501_150607_frame_11670.jpg,1280,720,car,211,258,338,397
20210501_150607_frame_11670.jpg,1280,720,car,513,300,592,373
20210501_150607_frame_11680.jpg,1280,720,car,189,252,323,400
20210501_150607_frame_11680.jpg,1280,720,car,513,299,594,371
20210501_150607_frame_11690.jpg,1280,720,car,519,301,601,369
20210501_150607_frame_11690.jpg,1280,720,car,168,249,313,406
20210501_150607_frame_1170.jpg,1280,720,car,1016,276,1224,423
20210501_150607_frame_11700.jpg,1280,720,car,525,297,603,371
20210501_150607_frame_11700.jpg,1280,720,car,143,253,298,408
20210501_150607_frame_11710.jpg,1280,720,car,120,245,285,419
20210501_150607_frame_11710.jpg,1280,720,car,526,297,611,375
20210501_150607_frame_11720.jpg,1280,720,car,530,299,617,377
20210501_150607_frame_11720.jpg,1280,720,car,89,245,270,426
20210501_150607_frame_11730.jpg,1280,720,car,536,296,627,381
20210501_150607_frame_11730.jpg,1280,720,car,63,241,266,430
20210501_150607_frame_11740.jpg,1280,720,person,1085,254,1268,582
20210501_150607_frame_11740.jpg,1280,720,car,539,300,636,382
20210501_150607_frame_11740.jpg,1280,720,car,36,235,255,441
20210501_150607_frame_11750.jpg,1280,720,car,0,229,246,449
20210501_150607_frame_11750.jpg,1280,720,car,545,294,643,380
20210501_150607_frame_11750.jpg,1280,720,person,978,266,1112,510
20210501_150607_frame_11760.jpg,1280,720,person,927,271,1033,462
20210501_150607_frame_11760.jpg,1280,720,car,549,294,650,387
20210501_150607_frame_11760.jpg,1280,720,car,0,226,224,459
20210501_150607_frame_11770.jpg,1280,720,person,890,283,972,430
20210501_150607_frame_11770.jpg,1280,720,car,555,294,658,390
20210501_150607_frame_11770.jpg,1280,720,car,0,220,209,471
20210501_150607_frame_11780.jpg,1280,720,car,1119,313,1280,596
20210501_150607_frame_11780.jpg,1280,720,car,559,295,665,389
20210501_150607_frame_11780.jpg,1280,720,car,0,206,190,483
20210501_150607_frame_11780.jpg,1280,720,person,862,287,929,398
20210501_150607_frame_1180.jpg,1280,720,car,1056,274,1276,420
20210501_150607_frame_11800.jpg,1280,720,car,952,245,1280,567
20210501_150607_frame_11800.jpg,1280,720,person,838,289,885,385
20210501_150607_frame_11800.jpg,1280,720,car,562,289,679,399
20210501_150607_frame_11800.jpg,1280,720,car,0,205,144,513
20210501_150607_frame_11810.jpg,1280,720,car,562,289,680,402
20210501_150607_frame_11810.jpg,1280,720,person,835,289,862,383
20210501_150607_frame_11810.jpg,1280,720,car,902,271,1280,523
20210501_150607_frame_11820.jpg,1280,720,car,868,282,1186,479
20210501_150607_frame_11820.jpg,1280,720,person,814,299,847,371
20210501_150607_frame_11820.jpg,1280,720,car,552,293,680,404
20210501_150607_frame_11830.jpg,1280,720,car,547,290,677,409
20210501_150607_frame_11830.jpg,1280,720,person,806,295,826,361
20210501_150607_frame_11830.jpg,1280,720,car,841,280,1089,459
20210501_150607_frame_11840.jpg,1280,720,car,811,288,1010,441
20210501_150607_frame_11840.jpg,1280,720,car,533,293,670,413
20210501_150607_frame_11850.jpg,1280,720,car,1072,273,1280,602
20210501_150607_frame_11850.jpg,1280,720,car,783,285,950,417
20210501_150607_frame_11850.jpg,1280,720,car,514,287,658,416
20210501_150607_frame_11860.jpg,1280,720,car,497,285,649,419
20210501_150607_frame_11860.jpg,1280,720,car,754,291,903,404
20210501_150607_frame_11860.jpg,1280,720,car,944,246,1280,604
20210501_150607_frame_11870.jpg,1280,720,car,477,289,638,430
20210501_150607_frame_11870.jpg,1280,720,car,865,267,1280,541
20210501_150607_frame_11870.jpg,1280,720,car,736,293,859,394
20210501_150607_frame_11880.jpg,1280,720,car,805,279,1114,486
20210501_150607_frame_11880.jpg,1280,720,car,713,289,820,385
20210501_150607_frame_11880.jpg,1280,720,car,456,281,626,432
20210501_150607_frame_11890.jpg,1280,720,car,760,283,1002,459
20210501_150607_frame_11890.jpg,1280,720,car,694,296,788,374
20210501_150607_frame_11890.jpg,1280,720,car,436,282,615,434
20210501_150607_frame_1190.jpg,1280,720,car,1101,270,1280,415
20210501_150607_frame_11900.jpg,1280,720,person,972,278,1119,516
20210501_150607_frame_11900.jpg,1280,720,car,723,288,919,428
20210501_150607_frame_11900.jpg,1280,720,car,681,297,760,374
20210501_150607_frame_11900.jpg,1280,720,car,410,280,605,439
20210501_150607_frame_11910.jpg,1280,720,car,383,275,591,457
20210501_150607_frame_11910.jpg,1280,720,person,891,287,956,438
20210501_150607_frame_11910.jpg,1280,720,car,697,285,858,417
20210501_150607_frame_11910.jpg,1280,720,car,673,299,737,366
20210501_150607_frame_11920.jpg,1280,720,person,987,307,1031,426
20210501_150607_frame_11920.jpg,1280,720,person,1068,241,1277,581
20210501_150607_frame_11920.jpg,1280,720,person,806,280,860,432
20210501_150607_frame_11920.jpg,1280,720,car,677,288,816,406
20210501_150607_frame_11920.jpg,1280,720,car,356,274,581,459
20210501_150607_frame_11930.jpg,1280,720,person,873,260,997,479
20210501_150607_frame_11930.jpg,1280,720,person,738,294,791,407
20210501_150607_frame_11930.jpg,1280,720,car,657,296,761,390
20210501_150607_frame_11930.jpg,1280,720,car,323,273,570,476
20210501_150607_frame_11940.jpg,1280,720,car,275,265,551,493
20210501_150607_frame_11940.jpg,1280,720,car,635,298,740,376
20210501_150607_frame_11940.jpg,1280,720,person,765,278,845,427
20210501_150607_frame_11940.jpg,1280,720,person,693,301,738,362
20210501_150607_frame_11950.jpg,1280,720,person,694,282,751,396
20210501_150607_frame_11950.jpg,1280,720,person,652,295,686,365
20210501_150607_frame_11950.jpg,1280,720,car,616,292,702,381
20210501_150607_frame_11950.jpg,1280,720,car,212,264,530,501
20210501_150607_frame_11960.jpg,1280,720,car,124,253,492,534
20210501_150607_frame_11960.jpg,1280,720,person,634,286,679,374
20210501_150607_frame_11960.jpg,1280,720,car,593,292,638,367
20210501_150607_frame_11970.jpg,1280,720,person,590,288,629,373
20210501_150607_frame_11970.jpg,1280,720,car,0,244,455,572
20210501_150607_frame_11980.jpg,1280,720,person,924,287,1095,534
20210501_150607_frame_11980.jpg,1280,720,person,899,273,1033,512
20210501_150607_frame_11980.jpg,1280,720,person,548,283,586,374
20210501_150607_frame_11980.jpg,1280,720,car,557,294,617,361
20210501_150607_frame_11980.jpg,1280,720,car,0,240,408,633
20210501_150607_frame_11980.jpg,1280,720,car,376,278,443,382
20210501_150607_frame_11990.jpg,1280,720,car,0,230,344,636
20210501_150607_frame_11990.jpg,1280,720,car,296,273,417,396
20210501_150607_frame_11990.jpg,1280,720,person,753,291,895,484
20210501_150607_frame_11990.jpg,1280,720,person,763,275,861,464
20210501_150607_frame_11990.jpg,1280,720,person,522,291,548,355
20210501_150607_frame_11990.jpg,1280,720,car,548,301,596,364
20210501_150607_frame_11990.jpg,1280,720,person,553,301,570,348
20210501_150607_frame_120.jpg,1280,720,car,311,237,968,527
20210501_150607_frame_120.jpg,1280,720,car,0,223,351,616
20210501_150607_frame_1200.jpg,1280,720,car,1179,263,1280,418
20210501_150607_frame_12000.jpg,1280,720,car,0,201,285,662
20210501_150607_frame_12000.jpg,1280,720,car,219,274,403,410
20210501_150607_frame_12000.jpg,1280,720,person,689,280,774,425
20210501_150607_frame_12000.jpg,1280,720,person,505,296,532,351
20210501_150607_frame_12000.jpg,1280,720,car,536,303,589,359
20210501_150607_frame_12010.jpg,1280,720,car,174,273,387,422
20210501_150607_frame_12010.jpg,1280,720,person,644,280,706,407
20210501_150607_frame_12010.jpg,1280,720,person,513,294,534,351
20210501_150607_frame_12010.jpg,1280,720,car,537,304,589,358
20210501_150607_frame_12020.jpg,1280,720,car,138,267,380,431
20210501_150607_frame_12020.jpg,1280,720,person,624,288,669,385
20210501_150607_frame_12020.jpg,1280,720,person,518,301,546,357
20210501_150607_frame_12020.jpg,1280,720,car,545,307,594,356
20210501_150607_frame_12030.jpg,1280,720,person,599,298,658,381
20210501_150607_frame_12030.jpg,1280,720,car,109,265,385,442
20210501_150607_frame_12040.jpg,1280,720,car,80,261,397,463
20210501_150607_frame_12040.jpg,1280,720,person,616,288,651,374
20210501_150607_frame_12050.jpg,1280,720,person,783,309,806,359
20210501_150607_frame_12050.jpg,1280,720,person,623,300,664,365
20210501_150607_frame_12050.jpg,1280,720,person,593,304,614,344
20210501_150607_frame_12050.jpg,1280,720,car,37,254,395,479
20210501_150607_frame_12060.jpg,1280,720,car,0,239,395,508
20210501_150607_frame_12060.jpg,1280,720,person,855,300,885,383
20210501_150607_frame_12060.jpg,1280,720,person,634,303,678,367
20210501_150607_frame_12070.jpg,1280,720,car,0,237,392,534
20210501_150607_frame_12070.jpg,1280,720,person,967,298,1023,402
20210501_150607_frame_12080.jpg,1280,720,person,1238,292,1280,530
20210501_150607_frame_12080.jpg,1280,720,car,0,229,383,588
20210501_150607_frame_12090.jpg,1280,720,car,0,226,364,634
20210501_150607_frame_12100.jpg,1280,720,car,0,221,341,646
20210501_150607_frame_12110.jpg,1280,720,car,0,226,300,643
20210501_150607_frame_12170.jpg,1280,720,car,1097,202,1280,627
20210501_150607_frame_12180.jpg,1280,720,car,982,192,1280,606
20210501_150607_frame_12180.jpg,1280,720,car,753,309,775,338
20210501_150607_frame_12190.jpg,1280,720,car,916,233,1280,535
20210501_150607_frame_12200.jpg,1280,720,car,866,250,1175,477
20210501_150607_frame_12210.jpg,1280,720,car,836,264,1057,442
20210501_150607_frame_12220.jpg,1280,720,car,807,269,980,415
20210501_150607_frame_12230.jpg,1280,720,car,786,284,926,405
20210501_150607_frame_12240.jpg,1280,720,car,760,285,879,389
20210501_150607_frame_12250.jpg,1280,720,car,741,288,841,378
20210501_150607_frame_12260.jpg,1280,720,car,728,289,806,368
20210501_150607_frame_12270.jpg,1280,720,car,715,292,787,362
20210501_150607_frame_12280.jpg,1280,720,car,707,292,773,358
20210501_150607_frame_12290.jpg,1280,720,car,699,300,760,361
20210501_150607_frame_12300.jpg,1280,720,car,694,300,751,355
20210501_150607_frame_12310.jpg,1280,720,car,690,297,745,353
20210501_150607_frame_12320.jpg,1280,720,person,1081,309,1126,437
20210501_150607_frame_12320.jpg,1280,720,car,688,295,738,346
20210501_150607_frame_12330.jpg,1280,720,person,1047,305,1087,424
20210501_150607_frame_12330.jpg,1280,720,car,688,296,733,339
20210501_150607_frame_12340.jpg,1280,720,car,687,296,727,338
20210501_150607_frame_12350.jpg,1280,720,car,688,299,724,341
20210501_150607_frame_12360.jpg,1280,720,car,687,302,723,339
20210501_150607_frame_12370.jpg,1280,720,car,687,302,718,340
20210501_150607_frame_12970.jpg,1280,720,car,769,307,806,335
20210501_150607_frame_12980.jpg,1280,720,car,692,308,725,345
20210501_150607_frame_12990.jpg,1280,720,car,640,305,674,340
20210501_150607_frame_130.jpg,1280,720,car,128,242,852,545
20210501_150607_frame_13000.jpg,1280,720,car,608,320,642,354
20210501_150607_frame_13000.jpg,1280,720,car,570,317,606,348
20210501_150607_frame_13010.jpg,1280,720,car,594,313,629,346
20210501_150607_frame_13010.jpg,1280,720,car,558,311,592,339
20210501_150607_frame_13020.jpg,1280,720,car,599,311,635,343
20210501_150607_frame_13020.jpg,1280,720,car,565,306,594,339
20210501_150607_frame_13030.jpg,1280,720,car,631,305,668,342
20210501_150607_frame_13030.jpg,1280,720,car,593,302,626,332
20210501_150607_frame_13040.jpg,1280,720,car,667,310,704,346
20210501_150607_frame_13040.jpg,1280,720,car,631,308,663,340
20210501_150607_frame_13050.jpg,1280,720,car,702,312,740,347
20210501_150607_frame_13050.jpg,1280,720,car,664,311,697,339
20210501_150607_frame_13060.jpg,1280,720,car,726,316,768,354
20210501_150607_frame_13060.jpg,1280,720,car,685,312,722,348
20210501_150607_frame_13070.jpg,1280,720,car,734,317,775,358
20210501_150607_frame_13070.jpg,1280,720,car,695,314,729,348
20210501_150607_frame_13080.jpg,1280,720,car,733,314,776,354
20210501_150607_frame_13080.jpg,1280,720,car,694,309,729,349
20210501_150607_frame_13090.jpg,1280,720,car,735,316,782,355
20210501_150607_frame_13090.jpg,1280,720,car,694,314,731,346
20210501_150607_frame_13100.jpg,1280,720,car,742,310,783,354
20210501_150607_frame_13100.jpg,1280,720,car,699,307,736,350
20210501_150607_frame_13110.jpg,1280,720,car,738,312,789,352
20210501_150607_frame_13110.jpg,1280,720,car,694,306,734,344
20210501_150607_frame_13120.jpg,1280,720,car,739,302,788,354
20210501_150607_frame_13120.jpg,1280,720,car,696,305,735,344
20210501_150607_frame_13130.jpg,1280,720,car,736,305,789,350
20210501_150607_frame_13130.jpg,1280,720,car,692,302,734,336
20210501_150607_frame_13140.jpg,1280,720,car,692,302,735,336
20210501_150607_frame_13140.jpg,1280,720,car,743,304,793,346
20210501_150607_frame_13150.jpg,1280,720,car,752,306,805,354
20210501_150607_frame_13150.jpg,1280,720,car,702,304,744,340
20210501_150607_frame_13160.jpg,1280,720,car,766,310,820,354
20210501_150607_frame_13160.jpg,1280,720,car,716,304,757,342
20210501_150607_frame_13170.jpg,1280,720,car,784,309,841,361
20210501_150607_frame_13170.jpg,1280,720,car,733,309,774,346
20210501_150607_frame_13180.jpg,1280,720,car,802,314,870,366
20210501_150607_frame_13180.jpg,1280,720,car,750,312,794,351
20210501_150607_frame_13190.jpg,1280,720,car,825,311,888,372
20210501_150607_frame_13190.jpg,1280,720,car,768,313,813,354
20210501_150607_frame_13200.jpg,1280,720,car,842,314,907,376
20210501_150607_frame_13200.jpg,1280,720,car,783,314,826,359
20210501_150607_frame_13210.jpg,1280,720,car,857,311,927,370
20210501_150607_frame_13210.jpg,1280,720,car,789,311,841,359
20210501_150607_frame_13220.jpg,1280,720,car,870,311,944,374
20210501_150607_frame_13220.jpg,1280,720,car,797,313,850,361
20210501_150607_frame_13230.jpg,1280,720,car,877,310,958,377
20210501_150607_frame_13230.jpg,1280,720,car,806,309,855,360
20210501_150607_frame_13240.jpg,1280,720,car,886,309,972,383
20210501_150607_frame_13240.jpg,1280,720,car,808,313,863,365
20210501_150607_frame_13250.jpg,1280,720,car,895,316,984,386
20210501_150607_frame_13250.jpg,1280,720,car,811,312,868,364
20210501_150607_frame_13260.jpg,1280,720,car,896,310,992,390
20210501_150607_frame_13260.jpg,1280,720,car,806,310,865,364
20210501_150607_frame_13270.jpg,1280,720,car,802,315,862,368
20210501_150607_frame_13270.jpg,1280,720,car,894,312,1001,391
20210501_150607_frame_13280.jpg,1280,720,car,903,314,1009,401
20210501_150607_frame_13280.jpg,1280,720,person,1034,328,1068,401
20210501_150607_frame_13280.jpg,1280,720,car,798,314,865,372
20210501_150607_frame_13290.jpg,1280,720,car,906,310,1024,399
20210501_150607_frame_13290.jpg,1280,720,person,1038,324,1074,391
20210501_150607_frame_13290.jpg,1280,720,car,796,310,864,368
20210501_150607_frame_13300.jpg,1280,720,person,978,229,1149,554
20210501_150607_frame_13300.jpg,1280,720,car,917,308,1037,405
20210501_150607_frame_13300.jpg,1280,720,car,801,310,876,373
20210501_150607_frame_13310.jpg,1280,720,car,958,307,1069,403
20210501_150607_frame_13310.jpg,1280,720,person,841,256,970,493
20210501_150607_frame_13310.jpg,1280,720,car,810,310,877,372
20210501_150607_frame_13320.jpg,1280,720,car,949,309,1097,413
20210501_150607_frame_13320.jpg,1280,720,person,775,262,876,444
20210501_150607_frame_13330.jpg,1280,720,car,966,305,1129,425
20210501_150607_frame_13330.jpg,1280,720,car,818,309,899,376
20210501_150607_frame_13330.jpg,1280,720,person,752,271,811,424
20210501_150607_frame_13340.jpg,1280,720,car,987,304,1164,428
20210501_150607_frame_13340.jpg,1280,720,car,825,306,908,375
20210501_150607_frame_13340.jpg,1280,720,person,718,275,768,404
20210501_150607_frame_13350.jpg,1280,720,person,700,277,738,388
20210501_150607_frame_13350.jpg,1280,720,car,985,0,1280,618
20210501_150607_frame_13350.jpg,1280,720,car,828,306,915,375
20210501_150607_frame_13360.jpg,1280,720,car,859,0,1280,650
20210501_150607_frame_13360.jpg,1280,720,person,682,283,718,382
20210501_150607_frame_13370.jpg,1280,720,person,666,292,700,379
20210501_150607_frame_13370.jpg,1280,720,car,782,0,1280,554
20210501_150607_frame_13380.jpg,1280,720,car,1105,321,1280,473
20210501_150607_frame_13380.jpg,1280,720,car,740,66,1180,500
20210501_150607_frame_13380.jpg,1280,720,person,664,295,690,384
20210501_150607_frame_13390.jpg,1280,720,car,1107,303,1280,488
20210501_150607_frame_13390.jpg,1280,720,person,1020,296,1074,435
20210501_150607_frame_13390.jpg,1280,720,car,716,119,1016,452
20210501_150607_frame_13390.jpg,1280,720,person,654,297,679,365
20210501_150607_frame_13400.jpg,1280,720,person,1130,314,1167,452
20210501_150607_frame_13400.jpg,1280,720,car,1148,309,1280,480
20210501_150607_frame_13400.jpg,1280,720,car,891,312,978,404
20210501_150607_frame_13400.jpg,1280,720,car,698,161,914,432
20210501_150607_frame_13410.jpg,1280,720,car,861,318,994,410
20210501_150607_frame_13410.jpg,1280,720,car,675,186,853,420
20210501_150607_frame_13410.jpg,1280,720,person,1134,318,1211,469
20210501_150607_frame_13420.jpg,1280,720,person,1198,308,1257,482
20210501_150607_frame_13420.jpg,1280,720,car,868,316,1015,410
20210501_150607_frame_13420.jpg,1280,720,car,666,207,811,400
20210501_150607_frame_13430.jpg,1280,720,car,878,310,1038,426
20210501_150607_frame_13430.jpg,1280,720,car,659,221,782,396
20210501_150607_frame_13440.jpg,1280,720,car,895,307,1074,427
20210501_150607_frame_13440.jpg,1280,720,car,658,233,767,383
20210501_150607_frame_13450.jpg,1280,720,car,653,236,751,376
20210501_150607_frame_13450.jpg,1280,720,car,911,307,1117,441
20210501_150607_frame_13460.jpg,1280,720,car,936,306,1169,455
20210501_150607_frame_13460.jpg,1280,720,car,652,246,746,375
20210501_150607_frame_13470.jpg,1280,720,car,965,303,1230,468
20210501_150607_frame_13470.jpg,1280,720,car,654,250,738,370
20210501_150607_frame_13480.jpg,1280,720,car,1002,301,1280,483
20210501_150607_frame_13480.jpg,1280,720,car,656,258,734,368
20210501_150607_frame_13490.jpg,1280,720,car,1046,295,1280,500
20210501_150607_frame_13490.jpg,1280,720,car,659,261,729,363
20210501_150607_frame_13500.jpg,1280,720,car,658,263,727,359
